Rank,Network,Address,Prizes,Balance,Winrate
624,0x15a7c5c6a188852b8b3166bdc59c2e85defec6b8,polygon,10,122,8.97%
625,0x66587b0454035873c8228b83807c89f2d1883a4c,polygon,418,5000,8.94%
626,0xafeb5dd622e577e428752f70f1a5fead62819ddb,polygon,18,219,8.93%
627,0xedf20598b9ab77eeee3203cf23e67fde66c7ea63,polygon,22,269,8.92%
628,0x2a7d165dfb723cea385b9859a40c5465a5573488,polygon,987,11941,8.91%
629,0x28ad99f487941a2038eef67c5eb0d1fa75e7b5c7,polygon,20,245,8.90%
630,0x005ca2155ee478d0ca33916d9f7df36d1490ce1f,polygon,889,10876,8.89%
631,0x466d3646ec354feea7562d5dd4f7956a278e03fb,polygon,408,4999,8.87%
632,0xdcd25ddbde2cdb028918b26eef1b36d88c2cff66,polygon,6,74,8.87%
633,0xb6662eddb0a411b046b94da2f7efdf8f3d30de59,polygon,11,124,8.87%
634,0x4dd5566f453b7b57c0f1630e7a8c82bda8c75687,polygon,23,283,8.86%
635,0x76632fea6714b6777675bd0c459f64d4135e0448,polygon,136,1672,8.85%
636,0x4eb7803806a7b9b5dbaec8ac77c52bdd9b040c2d,polygon,10,113,8.85%
637,0x98fccb418e2dbf307c7e97d2fb6bc61ca9d7f699,polygon,12,148,8.82%
638,0x141bce81a0ed9d03a667f089c1a21787b0561446,polygon,882,10878,8.82%
639,0x4eac7644b1872c0d3bda1667c6657a06f5e46489,polygon,10,124,8.81%
640,0x59df201c5a616c7a24eeb7fc72ee251abcd47f6f,polygon,449,5540,8.80%
641,0xcb630c28658d8b4f0509d628d8d947e6f95ea20a,polygon,42,519,8.80%
642,0xc7f7d65861f5843bcf7c6ff97d3e75708553e38e,polygon,52,642,8.80%
643,0x8f3eb3aaa780f48f73d94d749a67b66ca867bae0,polygon,121,1502,8.76%
644,0xf5777c26a144132a3fb708cc98a91f2bd8207b23,polygon,59,733,8.76%
645,0x41cf91badf7fedd2dc343bba38a22f9aa5a037cd,ethereum,159,1819,8.74%
646,0x27daf6da40b5a07bcee225599e00ba8cab249f0a,polygon,18,225,8.70%
647,0xf4333670146ed9744232913367793b07d83b6c11,polygon,782,9773,8.69%
648,0x40ca27300d4c67d910b3b1cbd83cd604dbfeb770,polygon,11,138,8.68%
649,0xd70804463bb2760c3384fc87bbe779e3d91bab3a,polygon,170,2109,8.67%
650,0xde8dcd65042db880006421dd3eca5d94117642d1,polygon,40,501,8.67%
651,0xbb7239de75130c341286fdbabc18fc1a5e43b89f,polygon,21,262,8.67%
652,0x103bf4f02c0d6f2b93682999d8f904e36146454d,polygon,260,3260,8.67%
653,0x65ee864758162d06b97f9f7ab3cd05bbef39c10a,polygon,1294,16256,8.64%
654,0x76af9fe9a99f971e639c1d8c8d1045634dedceef,polygon,170,2140,8.63%
655,0xa21df89c3f7375ebe7381cc858e0aa0b7c83aee0,polygon,1287,16236,8.61%
656,0xbea8af290f670ede2a135f47d7fdcddd056f6d78,polygon,161,2035,8.59%
657,0x5f370fc6a9fa3bd387c94423f122351051577b96,polygon,854,10845,8.54%
658,0x6fda374aa6133b11400d96fafa5b5eda7136898b,polygon,852,10840,8.52%
659,0xc1dd4964cb09b6040cfb56d3ee7c1b4413638014,polygon,17,200,8.50%
660,0x8f342c2ddffdcf582141cb5bd2d4477a46eef11c,polygon,10,128,8.49%
661,0xbd5e9f8f275d3ec6ebe717ae7c8ae1ccac33bd93,polygon,610,7599,8.49%
662,0x85944f4bd5a6237c73899dd3e90585a3368b52a7,polygon,423,5409,8.48%
663,0x7ee567d2ac5dca4c422281deb1e2334a805ba6c1,polygon,446,5699,8.48%
664,0x09528b6c6fc792eff0c70563c9b4c4c6e38da61d,ethereum,4813,60299,8.48%
665,0xc4ee2997ca9f482d5540ff69d74e67eca411ae7f,polygon,1017,12760,8.47%
666,0x440b6d9eeab21f8648aadaf38b142f0a1e1e32ca,polygon,3071,39295,8.47%
667,0x9de5440d6a33cda75bef9123576194caa2af5423,polygon,846,10833,8.46%
668,0xc008a762155de0743bc6215caa00258eb57419a1,polygon,26,335,8.42%
669,0xe8d56b77ddc9e2968cfbd8dc87182ad6e5885b1f,polygon,21,271,8.41%
670,0x040a0c8fd6c4c929648f1ca4aed3745ce3f1eaae,polygon,129,1665,8.40%
671,0x94367c03f36cf21263823613fe8011e50a5cdd3a,ethereum,67,801,8.37%
672,0x650c1e71fd009dbd8344bb63a8727b538397b5d3,polygon,10,130,8.37%
673,0xec73c6a07f713a1ab623f385ed464ab1edbdec96,polygon,386,5000,8.37%
674,0x56e910497a6fbc2acc4e85ed4594514ffd6aaecc,polygon,835,10753,8.35%
675,0x32f9082697a427e4ca2ca166cdab266a43a866fd,polygon,117,1518,8.35%
676,0x30c7f4f7504d6366916f669cd8e731ed4df6c702,polygon,30,390,8.33%
677,0x8609288e2a73a807e51ebabe5d876b8719e9a3fc,polygon,550,6888,8.33%
678,0xebbd00f326a051707c62b2736faf60830a09fa9c,polygon,750,9733,8.33%
679,0x31939794dc9d1fdf9adc247a6171c02dfd2269d9,polygon,331,4312,8.30%
680,0x1a201469d96f7d443e71ee3997efdd6f2ed33f50,polygon,32,386,8.29%
681,0xc3ac7816ad6e1c809f1eedf9c474ed31c80cccf9,polygon,382,5000,8.27%
682,0x8369eebdba09308c7df44b00d6595e30bd55b976,polygon,62,811,8.27%
683,0x27f8a835fd9ddfcad6152f7b966f069c646b0c45,polygon,14,184,8.26%
684,0xf0675f1fc89776202db60b49ef94b84f68f70b78,polygon,1232,16065,8.22%
685,0x09528b6c6fc792eff0c70563c9b4c4c6e38da61d,polygon,4395,57890,8.21%
686,0x9e97e4f97d1caa81375c69d116381dd38fe6fd9d,polygon,1308,17263,8.19%
687,0xcdfc844cfae255901584bb48fdd508332cb0b188,polygon,82,1078,8.19%
688,0xd0d8fd83f0cf255875ba13cdce6fd02e85be72b8,polygon,737,9734,8.19%
689,0xd99dae5c6fe75cbb420d3d9a6e39e50c72af8149,polygon,22,291,8.19%
690,0xa9a58caa8b6fe0b277c1549032408034939d197e,ethereum,11,135,8.14%
691,0x5cc6e185af81ed0d1265b47763ac4693270740e5,polygon,42,558,8.14%
692,0x55bcc5c24ef24fe3483d1df138db0eb648342ab8,polygon,13,171,8.12%
693,0x0816ee59daf17db9eb8a3ad6e719b2d762400111,polygon,81,1069,8.10%
694,0x6c4ceb3e22b75ea991dbd36b8eb268534eb9326a,polygon,840,11217,8.09%
695,0x5c52d1ee87d175ee71d444a90fd63cedea7bea53,polygon,6,75,8.08%
696,0xcfddccb305eaa8fa1565f434b9dc489537cf18c2,polygon,839,11199,8.08%
697,0x308e25e3c4f4a3cc58f408745ae12456dd19ebb9,polygon,221,2961,8.06%
698,0xd43acb51e583a976f1ca1fe1613b9f0093c6bb2b,polygon,373,5002,8.06%
699,0xdba605bf1ed86b5c2a545892e7d1dc34df788c14,polygon,469,6272,8.05%
700,0x1e6bfd1a247e09e724b9c4d452286fd9a8a66cc1,polygon,2,25,8.04%
701,0x3d5c7f459e29fa984ed3ff0f9dd2339611aac3a9,polygon,16,209,8.03%
702,0x0fae4c1d62ffe5ad6f528502b2bbf636b0ff4153,polygon,321,4281,8.02%
703,0x2183a30ab1e01e8e8f2b4db29f47c090e4b2ecaa,polygon,32,432,8.01%
704,0xa2ed24bd67f9cd1baa6b81403342b31f3bca4cf1,polygon,1,13,8.00%
705,0x206c60a8cb2cd3f5869d2da4bf10364b2b943d0d,polygon,2,26,8.00%
706,0x38d20b104de630956cf5a35d2679c54e6bdcb8ad,polygon,24,323,8.00%
707,0x75b885a11f7868aa0802b96f3fac806b42144981,polygon,12,161,8.00%
708,0xdd34fb2e985f3508bc1603673a42fb484d71ae4e,polygon,16,200,8.00%
709,0xeaf2ef0973306d69f01214192a081c72864aac04,polygon,11,138,7.97%
710,0x71a075b3b6ed3dd4307e6c26366f3b784cef2ba4,polygon,132,1735,7.94%
711,0x188e6b73be6f02c8f762dbe0e8a428139d344ab9,polygon,16,218,7.93%
712,0xaa21a7a5c8bfc5017054115a2d11475b44b013f0,polygon,951,12403,7.92%
713,0x00e6acb9346c6d4940a167f7b196104fa7d84c85,polygon,3557,48417,7.90%
714,0xb8b13611a741a54d8b557a6b2259951d8a2381bf,polygon,11,150,7.90%
715,0xbb8594023ce9a3ec9113345506b9f810039b6990,polygon,808,11021,7.90%
716,0xfad50b516fc6e623053ed2c5351eb7cfd4098c89,polygon,368,5025,7.90%
717,0xd4ed9a5861209d4445bc938ff9ebb4cae82537f8,polygon,2074,28019,7.88%
718,0x00b976df770d6e8e91c5b79feed8086c3dc66117,polygon,16,219,7.88%
719,0xe805b7459fe13f42e91e9282b8b4af010c9391c5,polygon,77,1055,7.88%
720,0xe066b0757d6df8d5f28ca2345a95da76d15e6d52,polygon,365,5000,7.87%
721,0xb199253d7b76336f598575d1b9ffb64b97a5714f,polygon,236,3233,7.87%
722,0x09e329413234e621aa810481b271ab80e1fb4ae4,polygon,21,289,7.83%
723,0x8ccef1585d48f72bdbe2c1e246d2323dde058612,polygon,5,69,7.83%
724,0xeeab1c3b6f441c9824a27c91e45b6a17586ce3bb,polygon,16,221,7.80%
725,0xa12d2abe1e6b204e480e87037201316cc8ee1c24,polygon,5,64,7.80%
726,0x61e493b937386422e13ef325094e29a45f5f4f8c,polygon,39,533,7.80%
727,0xdd45ca901067d65860b54d4310e37371cd92fb09,polygon,560,7757,7.77%
728,0x5472b638c786ec88bd44e2aeadeb96c347b596da,polygon,162,2243,7.76%
729,0xf3b06b503652a5e075d423f97056dfde0c4b066f,polygon,555,7707,7.76%
730,0x4f9ca1e725858791f37dede53cd5aa12cd4f8c08,polygon,697,9694,7.74%
731,0x9c2731b4a9adae8b65402e7036318a607496db45,polygon,1034,14417,7.72%
732,0x66c184dcfdbbb4a1e95ae2feb7890f539f5f8429,polygon,10,140,7.72%
733,0xd90ec9dc6f220be43ad88f3eff78fbd00d8fd1d6,ethereum,77,998,7.72%
734,0x87b2f17aab6205665064f8c7d375c889f6f2d90b,polygon,171,2222,7.70%
735,0x7794223c2933504e3f17c4ff48d4b22f05bfb7e7,polygon,307,4297,7.69%
736,0xf58bdd1752c5597c379c8cf873708908775107da,polygon,32,447,7.69%
737,0x0c58551e810c17e79b0f2fc026ba5d8042a1cbec,polygon,1,13,7.69%
738,0xad8e8f614b5dd2dbc1a7ac76c20828e31e84ced6,polygon,192,2500,7.68%
739,0x35287416764f1bdffe4d8db5c3f4d19a2b6053d4,polygon,10,140,7.68%
740,0xdb0b53ad3766da8de7b9de0d98d1ce25efa6ab6d,polygon,754,10574,7.68%
741,0x0057bd83a142da84b6404616c683e21e7dd6fa5f,polygon,4189,58227,7.67%
742,0x786e5f11f43c8e04990b07867bf8b150822420ea,polygon,197,2766,7.66%
743,0x9a60834eeae28756691c9473ad7ca7b4b3c34752,polygon,513,7110,7.66%
744,0x39b34a2f574aa4f756f632d6abae3cf754e14c77,polygon,5,70,7.66%
745,0xc364412c713bbccf6a886159da5eb1d8cd6564d0,polygon,688,9629,7.64%
746,0x4bafa279e79b7c188875e3dd2b6ce49edb14e633,polygon,393,5443,7.62%
747,0xa6f05b67bee03aae235b2b758c4364dce29b7c64,polygon,1071,15000,7.61%
748,0xb402f894584a696bf7fa116b3e864a355e8d884b,polygon,540,7638,7.61%
749,0x6f52023a3321799a437fb9f9a04a2ad3ec7b268e,polygon,38,537,7.60%
750,0x85a932d210e893c3842029148dd18d60c3281763,polygon,304,4171,7.60%
751,0xd87e6a1393e3152f798b212ec0f9bce4587658d1,polygon,15,207,7.60%
752,0xc84badde9a579345b012ac9214005a08064f9e4d,polygon,313,4431,7.60%
753,0x7cb462122697c7ebc8b5a3a9a67b2cb4cb9c1229,polygon,15,198,7.58%
754,0xd02ae906edc339872b8300020fc4411c4f4036e1,polygon,373,5294,7.58%
755,0xfa682c827688a74dc69cbefbcc7af8238d9043d0,polygon,231,3275,7.58%
756,0x79dd5c25d2ce3e386e5d0d74dc84e23f581d9786,polygon,6,85,7.58%
757,0xead71ff7bcce7c3dd572b3cd6fb7bc4c6359af5f,polygon,233,3310,7.57%
758,0x64bcca4ba670cb6777faf79a2406f655d85cf402,polygon,557,7927,7.56%
759,0x7b995f47b97a1e888f2867700cc09db5628975e1,polygon,45,640,7.55%
760,0xe904feeb9692b8cf50730b24dc32f1ef936079d9,polygon,111,1575,7.55%
761,0x773a17abfb65f63f342b6cec0da7e6e192ab11d2,polygon,226,3223,7.53%
762,0x519a12465d6595456b94d0f5cac324e47b2c6572,polygon,5,66,7.53%
763,0xc989f812b597b9e8ed303764f7fc5d2aa4214ec4,polygon,10,143,7.53%
764,0xc55e5dadfa858ca2048d5bb0b536f84913cf4f19,polygon,64,914,7.53%
765,0x476b7d3827505d0c5f0c016e2c3f884d536fadda,polygon,7,99,7.53%
766,0xfde54fc34d872c809b22473ee7a3db7b1e2837b4,polygon,27,379,7.52%
767,0x787dcdab6da4efea8fc52714d4d45b9654826444,polygon,32,436,7.52%
768,0xa03a5926253d797eff9f8fe8ce4d7362e6fd84ca,polygon,772,11053,7.51%
769,0x745eb6c0f9586e2da7ecd8450bd4ef96c149182d,polygon,6,86,7.50%
770,0xd18236cd213f39d078177b6f6908f0e44e88e4aa,ethereum,11146,156600,7.47%
771,0x251c47ade226731051124b8b34bfe8c46a8f8874,polygon,5,72,7.46%
772,0xb1d7d8e98d3148c6b2a973ad529584c6360cea63,polygon,10,144,7.46%
773,0xddd8ea4844e458a62c25969a75f1006b6e1ed6b8,polygon,10,144,7.46%
774,0x5434289767bb094dadbb8d1e5d58b47ca5729063,polygon,140,2020,7.45%
775,0x4cbe6b580dea5afc631b2b6f8a5979b14cc8bbd0,polygon,1096,15794,7.45%
776,0xb7088c3728d12315b6c43790d13f0bae4fd05d59,polygon,352,5080,7.45%
777,0xc2f82a1f287b5b5aebff7c19e83e0a16cf3bd041,polygon,199,2832,7.44%
778,0xab4382aadae5bf4b37b90b9dc07fc72d52e2a28a,polygon,483,6982,7.43%
779,0x5d59ec45d49be6cda10fd82fa4794baaad062aad,polygon,38,550,7.42%
780,0x9f36a6bb398118bdcd5b1bc3343d8feb6d7d02b9,polygon,291,4216,7.41%
781,0x22d527db9f725b1cd290d49e16b55022ded3d615,polygon,250,3373,7.41%
782,0x0503b22e87d7a09b9bf7eae60ed450285fb8bec6,polygon,1,14,7.41%
783,0xea4834b14bd4654bd75001a7b715ca7ba4da432d,polygon,11,159,7.40%
784,0x6f84692b143ddfcd8cd123c4d79c3ba3c7a063c3,polygon,370,5280,7.40%
785,0x4e53595bbe1ef18dbc7648efc0a95ec73c30f26b,polygon,740,10522,7.40%
786,0x27dfa6ba1dd770a675791c528d0346885cee982f,ethereum,111,1501,7.40%
787,0x1875f9c822018fb46e0a14a7eeea5637495d6dd5,polygon,310,4501,7.39%
788,0xea214c2540772aadadacb11c8a2844a4a31d2a43,polygon,6,87,7.39%
789,0x7a0ca2021203233a8fa3d5abedd00e1598842d0e,polygon,494,7139,7.37%
790,0x540fd30b94e7ecc278247c28da6652b48057e926,polygon,10,136,7.36%
791,0xa2614955555477a6151252d9936e5a3b385c3ad9,polygon,663,9680,7.35%
792,0x1737a624e20c3474a4ade8cd5d304138e507fd27,polygon,757,11000,7.34%
793,0xd0d66e32062a35df029c7a18d898f0d7efdb1c3c,polygon,11,161,7.33%
794,0x5ea61c2d641faf0368deb0c0790dd6a4ee8b23ff,polygon,11,150,7.33%
795,0xa9dbd9395da29023f89f609b868c83dcabf75894,polygon,656,9654,7.29%
796,0xb7f1317411b4424154154453675b59c74acddaa6,polygon,637,9366,7.28%
797,0x47f80003f5dfa14c12d25dd52c2bbab9f206504e,polygon,75,1106,7.27%
798,0x34f2ac6a80f919ba9352b6c5f9c2e1e0814e6a7f,polygon,12,165,7.27%
799,0x6a3ecf7775f1dd26b69c020de6310b26ef9338f2,polygon,30,442,7.27%
800,0xf2888ab633687c13858179c8ddbb74caa29f4948,polygon,10,148,7.27%
801,0x4273210e44306f91dac480ddd371381e3bcb2462,polygon,217,2984,7.27%
802,0xcb0209f368ec0d67cfd70a5f8b868cd9bcb1242c,polygon,725,10717,7.25%
803,0x7c9932eed5aa0604ff417b2372b0aa76c5971bd3,ethereum,87,1200,7.25%
804,0x322b46c1ebf5df2f319ddc7c7d208e94faf56f30,polygon,427,6294,7.24%
805,0x2484d1375c8f01a801140a34c52f316bd5c71c89,polygon,869,12885,7.23%
806,0x9fc34aa46bd4cc5c452d3e8150d27c48fba82ebc,polygon,189,2802,7.23%
807,0x5b4be0af73c72fa481529a62995e3c9de864d334,polygon,22,326,7.23%
808,0x2a84947a0bd2b6914816ec3e3b247d58f26fa91c,polygon,289,4280,7.22%
809,0x1d8c3b6af55693db74cfd3da9425c1d32903818a,polygon,860,12772,7.22%
810,0x3f445f73b45ce85347e307db64338561fcd3bb31,polygon,174,2583,7.22%
811,0xb0ad810c3d892f4b7056b2aadfb1513335875969,polygon,20,297,7.21%
812,0xd9bb8da59c4ec4c5589c1c91cd4acac76bc70988,polygon,208,3084,7.21%
813,0xb1ab970c53943329cdbbed182b4e7549ecc5cacb,polygon,592,8751,7.21%
814,0x44ecbf70c90b5dfd8c60daba42e92c4bea668bae,polygon,72,1065,7.20%
815,0x991db6607db175c336dda8affd8de78c077477ad,polygon,678,9993,7.20%
816,0x56a07d0745785682950742ab55247330c80b5a5d,polygon,2408,35735,7.20%
817,0xcebd1bc32d5da8144cfaa634884e38b617ccbd91,polygon,107,1588,7.16%
818,0xd8175789725d8c4cd911f059385658ab4d9b9847,polygon,789,11785,7.16%
819,0x77bd5637702ad66c8bd82e2c5c5fd4c7b73dbe51,polygon,68,1008,7.16%
820,0xf796d9658653b9e4ca1d888a7e806c7030f9d0e2,polygon,28,409,7.14%
821,0x14f70de7edd23759cb6da82cdbfb2637196edb50,polygon,1,14,7.14%
822,0x303c824d64f58dcaf2da3903ca157d53a32a8970,polygon,7,104,7.14%
823,0xf1770145622f1f7176da50e46c545791e5b3e351,polygon,5,70,7.14%
824,0x20da8df0cf4121f4102afdcc0484baadd9fd4481,polygon,21,315,7.14%
825,0xddbd5f0e4695758ab02e01a60401bc7a24c51916,polygon,67,1007,7.13%
826,0x068b5698c9598a0e0ece95d81c68165c5771dbdd,polygon,26,391,7.12%
827,0xed77dec7e560bb9c0b82c497ab6242e4cf61ec6c,polygon,15,226,7.12%
828,0x7369b6640906345eb50e5cf3bfeef057141e10c6,polygon,84,1251,7.12%
829,0xb716c4e29a1dbb338f07e8e3aa72052a3a925828,polygon,734,10982,7.12%
830,0x0ddc5c6b29c9d33b6aa7d5c75fd615e646107e33,polygon,84,1263,7.10%
831,0xf7a5866fa247546f36d7430a7df054f02033dae3,polygon,284,4283,7.10%
832,0x36bee5a6f3cac881f076fd589285401ea64d6d0a,polygon,71,1070,7.10%
833,0xdc3b7491414f0ca46121b7612cd271851cdb91fb,polygon,106,1602,7.08%
834,0x9b75e2b096d27f2d8d0491e6847c78308f1add1a,polygon,467,7000,7.08%
835,0xf0138d2e4037957d7b37de312a16a88a7f83a32a,polygon,10,152,7.06%
836,0xd5e12ca66dd8bf5e578debc31c5989581bc9d598,polygon,826,12569,7.03%
837,0x2c542bb7d044ae49e93b565e8602a78f04501c58,polygon,903,13762,7.02%
838,0x3110d27c232226325e6d6a0de339e01c7628aad2,polygon,350,5339,7.01%
839,0x46f85ed25a874725dec9c242977f3c08a4869ccd,polygon,10,143,7.01%
840,0x7d81a77cff9862ab62009748c24e903bc1317f72,polygon,7,107,7.01%
841,0x5ec65ecb51149f404f7f1a8fba788f840ab278a2,polygon,319,4864,7.00%
842,0xa57d294c3a11fb542d524062ae4c5100e0e373ec,ethereum,21,300,7.00%
843,0x24c07ec63423146646fa96d1c05f67547aa2acd1,polygon,7,106,7.00%
844,0x2f86ab99e4548a98e0e6fe2fd6e33de02f9bdda2,polygon,28,421,7.00%
845,0x215f56e2ee33250122463fc9b1b4f066f4a5da1c,polygon,116,1766,6.99%
846,0x3829b9aa2cadb595d4ae7e4f2739a312445cbec8,polygon,35,536,6.99%
847,0x5fa079673749104641b0e59388a87c84c2843fe6,polygon,22,335,6.98%
848,0xcd66a0ae53cc1f58b2e709e5def44d06a19c71ce,polygon,52,797,6.98%
849,0x708b2567ed8dc7998393d236aef552c1a47c1e0d,polygon,56,822,6.98%
850,0x43b53acf95f9b7148c2eb8931d312519735d8168,polygon,554,8515,6.96%
851,0x54291d14e7b1c33abe9d59765b065a2f782b202b,polygon,277,4256,6.96%
852,0x3a8e846ed44a8c4ca5a9e859fde40784fd0c9677,polygon,6,87,6.95%
853,0x3a2db3b6087a228764a9d2f9f575db1028a8157e,polygon,1590,24454,6.95%
854,0xd77e879f7281f3e535f58b6e38a5c37fa2f143f1,polygon,278,4223,6.95%
855,0x4a4016d1cb5b6e3cfc2746e418f53a296357f564,polygon,180,2770,6.95%
856,0x8d53ae28be399899d0a5a7617cff1dce5d656b06,polygon,69,1054,6.95%
857,0xe693f7eff35591ae465eab8e7d6c0a632d1af540,polygon,1107,17009,6.93%
858,0x2adf67914166a5e5dbddfe598976e22a394d2556,polygon,1108,17074,6.93%
859,0x23fc6604d18ebb7c495a8cc0955ddbc6270ce8a2,polygon,69,1065,6.92%
860,0x186e20ae3530520c9f3e6c46f2f5d1062b784761,polygon,110,1602,6.91%
861,0x0d3d681762f9eda9541fab6acfb17c50025b630b,ethereum,250,3623,6.90%
862,0x3cc729e9cd6521e3e97cffc17a60005f1e78e5ac,polygon,377,5835,6.90%
863,0xc9a1171dc1aa89b1e6bdd2706f8a1e43dc68c3fa,polygon,5,77,6.90%
864,0xbf760fd4535fb211e5c6881b28283b60d1a059bf,polygon,1322,20036,6.89%
865,0xed920d30b39c1b7bc9cbf43fd3725dca2d1e8e61,polygon,809,12552,6.88%
866,0x4f1519f76b95107ae47083263f0de50914001875,polygon,8,116,6.87%
867,0x00e6acb9346c6d4940a167f7b196104fa7d84c85,ethereum,2039,30204,6.87%
868,0x2bb9e536a8d97d8cb8afb10732763f0a735e84ef,polygon,161,2505,6.86%
869,0xb55259064cf72e8ac0d894477411a30c84480a12,polygon,686,10684,6.86%
870,0x2f0e746590478841eb2a21270c317334c39398ea,polygon,765,11919,6.86%
871,0x59665765cac5b3bcd718715d7e57a43e669dc006,polygon,86,1341,6.85%
872,0xfe7820ff6e01a6134f5e9c3fe471c54d5eb739fd,polygon,12,186,6.85%
873,0xb1ae34d49b43bba56dcfa35e1d65ded73226fc8d,polygon,585,9043,6.84%
874,0x47e5271c2f41c91bf29fd46f5e55e5777f1c6365,polygon,438,6852,6.83%
875,0x9e04689ec4f4b6a8bdee305bcd0a93f8b908ea0d,polygon,34,531,6.83%
876,0x7f3df2e485087ac9bf090064b7ab867c3aa2a36e,polygon,1098,16956,6.83%
877,0xc4e1c8152eeb4b45b9d83c1faa49df092df08d51,polygon,318,4989,6.81%
878,0xb44b6442b731d9954819470f6f528aa3e65dff15,polygon,35,543,6.81%
879,0x54c739825e00c3ab6cea2edf5795c00823123123,avalanche,1,15,6.81%
880,0x8c32d03522edc1697d0db33b4d32e6b7c0d21e65,polygon,638,10000,6.80%
881,0x4d0f1f17d3f8db1697ac186621b582b7e62e99f5,polygon,680,10680,6.80%
882,0xda1c1428c93ff5e53e7cdaa8c090bcd19225b105,polygon,272,4240,6.80%
883,0x9fc4b7d5b008541ba24afd0322b0c8b3aed379b7,polygon,1085,17038,6.80%
884,0xfc58e1493b57f4cbe6717e57c677f110880cfc65,polygon,42,660,6.80%
885,0xb6d781770cf6af1de1a03831125a469f2de536df,polygon,696,10682,6.78%
886,0xd8e8034fcc2deeb1fe33ad8e19f988f2d6d2df1f,polygon,412,6489,6.78%
887,0xcab5541bad35e9ee799bea9765c3c416d8cc1bb8,polygon,84,1324,6.77%
888,0x17fd68f4f3035a1b51e6e662238784001f76a8f9,polygon,130,2044,6.77%
889,0xeb0ca092c9837098c463b3343960a7c91b7597f6,polygon,677,10659,6.77%
890,0xe0ee42934da080535338b041ee3c6dacbe249025,polygon,33,521,6.76%
891,0x9d916afe0a780115f53f9b322dba932e7654224e,polygon,11,174,6.75%
892,0x5a517991100fe1b1a813729b958124932a96ff32,polygon,10,158,6.75%
893,0x61b32e9bdf1dbe6befcb5f4923701540ca129fd9,polygon,970,15350,6.75%
894,0x0c9e01b5e848d4939e0acca34daa1e402d22182f,polygon,160,2540,6.72%
895,0xf9200c2501151b315ca697bb85bca15db8302180,polygon,41,649,6.72%
896,0x6f0244f4647bbac130a2aad00c776eae7fbbb4ac,polygon,141,2240,6.72%
897,0xab8a57cefe1b79792e953dd8702cf55ee3f305a0,polygon,26,413,6.72%
898,0xfdf33338228a8f35d8ef3d958bbe4d9fd10bf673,polygon,14,223,6.71%
899,0xc8f7c0dc39c8f736e8d9ffd85c4adcb3c7a4bf37,polygon,428,6793,6.70%
900,0x5ad5d14fd858a729736aad114a25f89319f9a2d8,polygon,589,8798,6.69%
901,0x39f082609c0d35e4edd5827f4fcd532b9cac2cda,polygon,334,5252,6.69%
902,0x18c6a47aca1c6a237e53ed2fc3a8fb392c97169b,polygon,137,2179,6.69%
903,0xaa43a547df930824f12f96cd12e75a58a918f148,polygon,448,7039,6.69%
904,0xe198f0df74b9786ee4a230023c51669216c9b98c,polygon,191,3045,6.68%
905,0x859788c0da86175614b85b9405a2cea63083a067,polygon,2,32,6.68%
906,0xc88823c92e0a05446afd1ccb72aecf523d849267,polygon,976,15570,6.68%
907,0xb6a4f8003a5c47d8aac0261fab9f424ebc886e3a,polygon,267,4170,6.67%
908,0x6329a5fc0fd3c9fd1e1a480829e73b714f8ea212,polygon,10,160,6.67%
909,0xe000802f5005ed958793e7f0520a766f583b70ab,polygon,16,256,6.67%
910,0xb4aa5ecb1b49f2b09ed53281301db8d2f4c12db1,polygon,1,15,6.67%
911,0xc1d30a7d51e92ddfa66bb1bdbf7c507935e34a9d,polygon,80,1269,6.67%
912,0xbec751543a148b8b4c14c7b4ce223fbab91266bf,polygon,40,641,6.65%
913,0x818854b363b90791a9ebc29e2f9c7f1055ee5a4d,polygon,233,3734,6.65%
914,0xc2620e2c2ba5e85c33b5da107eaa058a99f58a80,polygon,1060,17022,6.64%
915,0x260e60d3faab7978150353256bee24a928e5d233,polygon,330,5310,6.63%
916,0x81ba93b26bce8ca5d649b6607df15e6d45462d8f,polygon,77,1239,6.63%
917,0x8a7d994fdc794bc7e398a76fd5246246623f9557,polygon,661,10607,6.61%
918,0xeed8db5d1ec519002e288bc5a0ded333148ef27d,polygon,264,4249,6.60%
919,0x0ce76aa8ece20a7441d11251f2f87b3fb9636462,polygon,792,12737,6.60%
920,0xb89729bc7eebbfad2f3dd073ee8f200d1116ae8b,polygon,279,4500,6.60%
921,0x1c506e5eb9f177765c8a0f9b9148035e574f798a,polygon,26,410,6.58%
922,0xbd9d71c62a6ff51c8231307126b82826cadfcda7,polygon,169,2736,6.57%
923,0xffef301273bbbd4e550be0690c8d0591f881d7db,polygon,783,12500,6.52%
924,0x3fed71848b74b9f3ff26544cad368c082cb31961,polygon,5093,83280,6.51%
925,0x7f8094d9ba8e4bcb73cd0d986b9eedd62e84f961,polygon,32,523,6.51%
926,0x884906884ac4898b982c7a12cbff5c5a743f0dbd,polygon,10,164,6.50%
927,0x7974acd056a00f7a4956f3a827b213df0099d747,polygon,54,883,6.50%
928,0x1da035bde09e1d2a5284ed522ed64ab66bc874ce,polygon,133,2122,6.50%
929,0x3c69dce6b837c4f74e6d115aaaa6a3631767bbde,polygon,26,421,6.50%
930,0xdc98dee24636695582519ff0737d16ebd2f44207,polygon,62,1017,6.49%
931,0xdcfad3ce3fb8631c8c3e8f3ead595fbf8a1aa3c9,polygon,663,10873,6.49%
